tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,cir_ambulatorio_gdh_para_procedimentos_ambulatorizaveis
2022-06,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",4978,5917,84.1
2022-06,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2600,2769,93.9
2022-06,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2022-06,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",446,454,98.2
2022-06,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",93,317,29.3
2022-06,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",1242,1441,86.2
2022-06,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",1198,1393,86.0
2022-06,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",117,517,22.6
2022-06,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",5260,5982,87.9
2022-06,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",2607,2988,87.2
2022-06,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",1640,1908,86.0
2022-06,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2022-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1717,2096,81.9
2022-07,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2387,2882,82.8
2022-07,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",103,361,28.5
2022-07,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1987,2453,81.0
2022-07,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",2191,2333,93.9
2022-07,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",3903,4361,89.5
2022-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2828,3125,90.5
2022-07,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",4622,5468,84.5
2022-07,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",6680,7189,92.9
2022-07,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",377,1029,36.6
2022-07,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",2773,3181,87.2
2022-08,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",2071,2230,92.9
2022-08,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",549,557,98.6
2022-08,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",4354,4866,89.5
2022-08,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",1602,1849,86.6
2022-08,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1392,1650,84.4
2022-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",3257,3599,90.5
2022-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",5514,7040,78.3
2022-08,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1516,1856,81.7
2022-08,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",6327,7193,88.0
2022-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",4455,4946,90.1
2022-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",4295,4821,89.1
2022-08,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",1771,1830,96.8
2022-08,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",433,1130,38.3
2022-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",830,1017,81.6
2022-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1094,1209,90.5
2022-09,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",4080,4652,87.7
2022-09,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1201,1520,79.0
2022-09,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",2506,3102,80.8
2022-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",3664,4069,90.0
2022-09,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2837,3168,89.6
2022-09,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",2438,2438,100.0
2022-09,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",487,1268,38.4
2022-09,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",3189,3696,86.3
2022-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",944,1159,81.4
2022-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",498,553,90.1
2022-10,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",2848,3507,81.2
2022-10,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",2753,2753,100.0
2022-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",5505,6130,89.8
2022-10,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",2963,3394,87.3
2022-10,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",567,1416,40.0
2022-10,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",3604,4185,86.1
2022-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",2617,3145,83.2
2022-11,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",1470,1602,91.8
2022-11,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",6306,6764,93.2
2022-11,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",8599,10188,84.4
2022-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",549,612,89.7
2022-11,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",3690,4122,89.5
2022-12,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",1525,1666,91.5
2022-12,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",3930,4693,83.7
2022-12,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",1706,1966,86.8
2022-12,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",6778,7264,93.3
2022-12,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",730,741,98.5
2022-12,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",8342,10711,77.9
2022-12,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",1045,1488,70.2
2022-12,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",3630,4165,87.2
2022-12,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",2985,3429,87.1
2023-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",420,478,87.9
2023-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2023-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",47,47,100.0
2023-01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",138,154,89.6
2023-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",424,458,92.6
2023-01,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",178,205,86.8
2023-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",238,272,87.5
2023-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",43,120,35.8
2023-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",395,424,93.2
2023-02,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",656,787,83.4
2023-02,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1059,1130,93.7
2023-02,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2023-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",814,950,85.7
2023-02,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",813,920,88.4
2023-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",930,1082,86.0
2023-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",1210,1314,92.1
2023-02,Região de Saúde Norte,"Centro Hospitalar Universitário de Santo António, EPE","41.1472498, -8.6172617",1947,2164,90.0
2023-02,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",623,752,82.8
2023-02,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",1356,1537,88.2
2023-02,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",462,483,95.7
2023-02,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",743,819,90.7
2023-03,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",36,123,29.3
2023-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",148,186,79.6
2023-03,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",467,570,81.9
2023-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",1449,1649,87.9
2023-03,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",529,607,87.1
2023-03,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",229,337,68.0
2023-03,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",90,294,30.6
2023-03,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",1844,2283,80.8
2023-03,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",150,367,40.9
2023-04,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",1751,2080,84.2
2023-04,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",234,239,97.9
2023-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",2059,2325,88.6
2023-04,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1466,1562,93.9
2023-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1550,1783,86.9
2023-04,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",2140,2418,88.5
2023-04,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",1263,1526,82.8
2023-05,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",174,174,100.0
2023-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",418,483,86.5
2023-05,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1781,1896,93.9
2023-05,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",1484,1662,89.3
2023-05,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",2947,3390,86.9
2023-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",3155,3536,89.2
2023-05,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",3135,3824,82.0
2023-05,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",226,587,38.5
2023-05,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1965,2184,90.0
2023-06,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",5805,6702,86.6
2023-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",497,582,85.4
2023-06,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",2928,3299,88.8
2023-06,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-06,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2185,2460,88.8
2023-06,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",2032,2032,100.0
2023-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",3358,3785,88.7
2023-06,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",6085,6541,93.0
2023-06,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",2333,2586,90.2
2023-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",967,1054,91.7
2023-07,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",3405,3693,92.2
2023-07,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",95,264,36.0
2023-07,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",593,856,69.3
2023-07,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",2092,2309,90.6
2023-07,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-07,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",1653,1843,89.7
2023-07,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",796,1053,75.6
2023-07,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2555,2868,89.1
2023-07,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",2345,2345,100.0
2023-07,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",223,662,33.7
2023-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",3851,4316,89.2
2023-07,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",3660,4064,90.1
2023-07,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",1755,1810,97.0
2023-07,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",2653,2922,90.8
2023-07,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",3359,3719,90.3
2023-08,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2896,3389,85.5
2023-08,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",5193,5456,95.2
2023-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",3703,4018,92.2
2023-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",564,659,85.6
2023-08,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",2575,3083,83.5
2023-08,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-08,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",1822,2039,89.4
2023-08,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",1767,1993,88.7
2023-08,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",2953,3306,89.3
2023-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",4182,4701,89.0
2023-09,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",2492,2606,95.6
2023-09,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",2723,3009,90.5
2023-09,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",2423,2641,91.7
2023-09,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",3388,3785,89.5
2023-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",4729,5322,88.9
2023-09,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",4489,4988,90.0
2023-09,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",2178,2245,97.0
2023-09,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",3998,4418,90.5
2023-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1407,1527,92.1
2023-10,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",310,310,100.0
2023-10,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",3275,3916,83.6
2023-10,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",5791,6576,88.1
2023-10,Região de Saúde LVT,"Hospital de Loures, EPE","38.821455, -9.176296",2313,2602,88.9
2023-10,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",2346,2629,89.2
2023-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",4101,4636,88.5
2023-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",5350,6007,89.1
2023-10,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",415,1086,38.2
